artist,style,canonical_subgenres,confidence,status,country,city,stage,booking,official_names,evidence_tags,source_note,source_urls,social_discovery_links
POGGIO,disco_house,disco house / house / electro,medium_low,needs_review,,,DISCO FOREST,POGGIO,POGGIO,,official_hive_stage_context; stages: DISCO FOREST. Official HIVE Disco Forest stage context; individual artist check recommended.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=POGGIO&type=artist&method=indexed;https://www.beatport.com/search?q=POGGIO;https://www.discogs.com/search/?q=POGGIO&type=all;https://soundcloud.com/search?q=POGGIO;https://www.youtube.com/results?search_query=POGGIO
POINTBLISS,disco_house,disco house / house / electro,medium_low,needs_review,,,DISCO FOREST,POINTBLISS,POINTBLISS,,official_hive_stage_context; stages: DISCO FOREST. Official HIVE Disco Forest stage context; individual artist check recommended.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=POINTBLISS&type=artist&method=indexed;https://www.beatport.com/search?q=POINTBLISS;https://www.discogs.com/search/?q=POINTBLISS&type=all;https://soundcloud.com/search?q=POINTBLISS;https://www.youtube.com/results?search_query=POINTBLISS
POSSEBILITY,psytrance,psytrance,medium_high,published,,,PSY LAGOON,POSSEBILITY,POSSEBILITY,,official_hive_stage_context; stages: PSY LAGOON. Official HIVE Psy Lagoon stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=POSSEBILITY&type=artist&method=indexed;https://www.beatport.com/search?q=POSSEBILITY;https://www.discogs.com/search/?q=POSSEBILITY&type=all;https://soundcloud.com/search?q=POSSEBILITY;https://www.youtube.com/results?search_query=POSSEBILITY
PRADA2000,hard_trance,hard trance / eurodance rave,medium_high,published,,,TECHNO CASTLE; WARM-UP PARTY,PRADA2000 B2B PART TIME KILLER; ZWILLING. F2F PRADA2000,PRADA2000,,curated_known_artist_or_scene_source; stages: TECHNO CASTLE; WARM-UP PARTY. Official HIVE Techno Castle stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=PRADA2000&type=artist&method=indexed;https://www.beatport.com/search?q=PRADA2000;https://www.discogs.com/search/?q=PRADA2000&type=all;https://soundcloud.com/search?q=PRADA2000;https://www.youtube.com/results?search_query=PRADA2000
PSNK,acid_techno,free tekno / acidcore / psytek / tribe,medium_low,needs_review,,,PIRATE BAY,PSNK,PSNK,,official_hive_stage_context; stages: PIRATE BAY. Official HIVE Pirate Bay stage context; app has no dedicated free-tekno style.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=PSNK&type=artist&method=indexed;https://www.beatport.com/search?q=PSNK;https://www.discogs.com/search/?q=PSNK&type=all;https://soundcloud.com/search?q=PSNK;https://www.youtube.com/results?search_query=PSNK
Quelza,hypnotic_techno,hypnotic techno / techno,high,published,International,,JUNKYARD,QUELZA,QUELZA,techno,curated_known_artist_or_scene_source; stages: JUNKYARD. MusicBrainz tags/disambiguation matched: techno. Official HIVE Junkyard stage context.,https://www.hive-festival.de/;https://musicbrainz.org/artist/823e1697-a81a-4990-8339-60559ce52c4e;https://www.discogs.com/search/?q=techno&type=all,https://musicbrainz.org/search?query=Quelza&type=artist&method=indexed;https://www.beatport.com/search?q=Quelza;https://www.discogs.com/search/?q=Quelza&type=all;https://soundcloud.com/search?q=Quelza;https://www.youtube.com/results?search_query=Quelza
Ranji,psy_comercial,progressive psytrance / festival psytrance,high,published,International,Tel Aviv,PSY LAGOON,RANJI,RANJI,psytrance; trance,"curated_known_artist_or_scene_source; stages: PSY LAGOON. MusicBrainz tags/disambiguation matched: psytrance, trance. Official HIVE Psy Lagoon stage context.",https://www.hive-festival.de/;https://musicbrainz.org/artist/2347072b-5553-4fc4-a677-7a41ab893f32;https://ibogarecords.bandcamp.com/music,https://musicbrainz.org/search?query=Ranji&type=artist&method=indexed;https://www.beatport.com/search?q=Ranji;https://www.discogs.com/search/?q=Ranji&type=all;https://soundcloud.com/search?q=Ranji;https://www.youtube.com/results?search_query=Ranji
Raxeller,rawstyle,rawstyle / hard dance,medium_high,published,,,RAGE CAGE,RAXELLER,RAXELLER,,curated_known_artist_or_scene_source; stages: RAGE CAGE. Official HIVE Rage Cage stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=Raxeller&type=artist&method=indexed;https://www.beatport.com/search?q=Raxeller;https://www.discogs.com/search/?q=Raxeller&type=all;https://soundcloud.com/search?q=Raxeller;https://www.youtube.com/results?search_query=Raxeller
Restricted,hard_techno,hard techno / rave techno,medium_high,published,AU,,TECHNO CASTLE,RESTRICTED,RESTRICTED,hard techno,curated_known_artist_or_scene_source; stages: TECHNO CASTLE. MusicBrainz tags/disambiguation matched: hard techno. Official HIVE Techno Castle stage context.,https://www.hive-festival.de/;https://musicbrainz.org/artist/0b5746a5-8610-4e69-80e0-579457797c04,https://musicbrainz.org/search?query=Restricted&type=artist&method=indexed;https://www.beatport.com/search?q=Restricted;https://www.discogs.com/search/?q=Restricted&type=all;https://soundcloud.com/search?q=Restricted;https://www.youtube.com/results?search_query=Restricted
RHABIA,acid_techno,free tekno / acidcore / psytek / tribe,medium_low,needs_review,,,PIRATE BAY,LUIS M B2B RHABIA,RHABIA,,official_hive_stage_context; stages: PIRATE BAY. Official HIVE Pirate Bay stage context; app has no dedicated free-tekno style.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=RHABIA&type=artist&method=indexed;https://www.beatport.com/search?q=RHABIA;https://www.discogs.com/search/?q=RHABIA&type=all;https://soundcloud.com/search?q=RHABIA;https://www.youtube.com/results?search_query=RHABIA
RIANA HOLLEY,hard_trance,bounce / hard trance / eurodance rave,medium_low,needs_review,,,BOUNCE TEMPLE,WILDERÍCH B2B RIANA HOLLEY,RIANA HOLLEY,,official_hive_stage_context; stages: BOUNCE TEMPLE. Official HIVE Bounce Temple stage context; app has no dedicated bounce style.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=RIANA%20HOLLEY&type=artist&method=indexed;https://www.beatport.com/search?q=RIANA%20HOLLEY;https://www.discogs.com/search/?q=RIANA%20HOLLEY&type=all;https://soundcloud.com/search?q=RIANA%20HOLLEY;https://www.youtube.com/results?search_query=RIANA%20HOLLEY
RITMOX,progressive_psy,progressive psytrance / psytrance,medium_high,published,,,PSY LAGOON,RITMOX,RITMOX,,curated_known_artist_or_scene_source; stages: PSY LAGOON. Official HIVE Psy Lagoon stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=RITMOX&type=artist&method=indexed;https://www.beatport.com/search?q=RITMOX;https://www.discogs.com/search/?q=RITMOX&type=all;https://soundcloud.com/search?q=RITMOX;https://www.youtube.com/results?search_query=RITMOX
ROW1,hard_trance,hard trance / hard techno / bounce,medium_low,needs_review,,,WARM-UP PARTY,ROW1 F2F VAGABUND,ROW1,,official_hive_stage_context; stages: WARM-UP PARTY. Warm-up screenshot context; individual artist check recommended.,,https://musicbrainz.org/search?query=ROW1&type=artist&method=indexed;https://www.beatport.com/search?q=ROW1;https://www.discogs.com/search/?q=ROW1&type=all;https://soundcloud.com/search?q=ROW1;https://www.youtube.com/results?search_query=ROW1
RUBIØ,hard_techno,hard techno / acid techno / hard trance,medium,published,,,SLEEPLESS,RUBIØ B2B NURE,RUBIØ,,official_hive_stage_context; stages: SLEEPLESS. Official HIVE Sleepless stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=RUBI%C3%98&type=artist&method=indexed;https://www.beatport.com/search?q=RUBI%C3%98;https://www.discogs.com/search/?q=RUBI%C3%98&type=all;https://soundcloud.com/search?q=RUBI%C3%98;https://www.youtube.com/results?search_query=RUBI%C3%98
SAIKA,acid_techno,free tekno / acidcore / psytek / tribe,medium_low,needs_review,,,PIRATE BAY,SAIKA,SAIKA,,official_hive_stage_context; stages: PIRATE BAY. Official HIVE Pirate Bay stage context; app has no dedicated free-tekno style.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=SAIKA&type=artist&method=indexed;https://www.beatport.com/search?q=SAIKA;https://www.discogs.com/search/?q=SAIKA&type=all;https://soundcloud.com/search?q=SAIKA;https://www.youtube.com/results?search_query=SAIKA
Sajanka,psy_comercial,festival psytrance / psytrance,high,published,International,,PSY LAGOON,SAJANKA,SAJANKA,psychedelic trance; psytrance; trance,"curated_known_artist_or_scene_source; stages: PSY LAGOON. MusicBrainz tags/disambiguation matched: psychedelic trance, psytrance, trance. Official HIVE Psy Lagoon stage context.",https://www.hive-festival.de/;https://musicbrainz.org/artist/40e5f959-3d95-4b3c-a994-995d36805533,https://musicbrainz.org/search?query=Sajanka&type=artist&method=indexed;https://www.beatport.com/search?q=Sajanka;https://www.discogs.com/search/?q=Sajanka&type=all;https://soundcloud.com/search?q=Sajanka;https://www.youtube.com/results?search_query=Sajanka
SALTYSIS,hard_techno,hard techno / acid techno / hard trance,medium,published,,,SLEEPLESS,SALTYSIS,SALTYSIS,,official_hive_stage_context; stages: SLEEPLESS. Official HIVE Sleepless stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=SALTYSIS&type=artist&method=indexed;https://www.beatport.com/search?q=SALTYSIS;https://www.discogs.com/search/?q=SALTYSIS&type=all;https://soundcloud.com/search?q=SALTYSIS;https://www.youtube.com/results?search_query=SALTYSIS
SALVYAN,hard_techno,hard techno / acid techno / hard trance,medium,published,,,SLEEPLESS,SALVYAN B2B YØNDER,SALVYAN,,official_hive_stage_context; stages: SLEEPLESS. Official HIVE Sleepless stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=SALVYAN&type=artist&method=indexed;https://www.beatport.com/search?q=SALVYAN;https://www.discogs.com/search/?q=SALVYAN&type=all;https://soundcloud.com/search?q=SALVYAN;https://www.youtube.com/results?search_query=SALVYAN
SANTØS,hard_techno,hard techno / rave techno,medium_high,published,,,TECHNO CASTLE,OGUZ B2B SANTØS,SANTØS,,curated_known_artist_or_scene_source; stages: TECHNO CASTLE. Official HIVE Techno Castle stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=SANT%C3%98S&type=artist&method=indexed;https://www.beatport.com/search?q=SANT%C3%98S;https://www.discogs.com/search/?q=SANT%C3%98S&type=all;https://soundcloud.com/search?q=SANT%C3%98S;https://www.youtube.com/results?search_query=SANT%C3%98S
Sara Landry,hard_techno,hard techno / industrial techno,high,published,International,,TECHNO CASTLE,SARA LANDRY,SARA LANDRY,acid techno; hard techno; industrial techno,"curated_known_artist_or_scene_source; stages: TECHNO CASTLE. MusicBrainz tags/disambiguation matched: acid techno, hard techno, industrial techno. Official HIVE Techno Castle stage context.",https://www.hive-festival.de/;https://musicbrainz.org/artist/e7891efe-8326-4b04-bbc4-1271da101932,https://musicbrainz.org/search?query=Sara%20Landry&type=artist&method=indexed;https://www.beatport.com/search?q=Sara%20Landry;https://www.discogs.com/search/?q=Sara%20Landry&type=all;https://soundcloud.com/search?q=Sara%20Landry;https://www.youtube.com/results?search_query=Sara%20Landry
SATYSFYRE,techno,queer techno / club rave / hard groove,low,needs_review,,,LIBIDOH LAB,SATYSFYRE B2B JUICY,SATYSFYRE,,official_hive_stage_context; stages: LIBIDOH LAB. Official HIVE Libidoh Lab stage context only.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=SATYSFYRE&type=artist&method=indexed;https://www.beatport.com/search?q=SATYSFYRE;https://www.discogs.com/search/?q=SATYSFYRE&type=all;https://soundcloud.com/search?q=SATYSFYRE;https://www.youtube.com/results?search_query=SATYSFYRE
SCAR,techno,queer techno / club rave / hard groove,low,needs_review,,,LIBIDOH LAB,SCAR,SCAR,,official_hive_stage_context; stages: LIBIDOH LAB. Official HIVE Libidoh Lab stage context only.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=SCAR&type=artist&method=indexed;https://www.beatport.com/search?q=SCAR;https://www.discogs.com/search/?q=SCAR&type=all;https://soundcloud.com/search?q=SCAR;https://www.youtube.com/results?search_query=SCAR
Schrotthagen,hard_techno,hard techno / industrial techno,high,published,,,TECHNO CASTLE,SCHROTTHAGEN,SCHROTTHAGEN,,curated_known_artist_or_scene_source; stages: TECHNO CASTLE. Official HIVE Techno Castle stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=Schrotthagen&type=artist&method=indexed;https://www.beatport.com/search?q=Schrotthagen;https://www.discogs.com/search/?q=Schrotthagen&type=all;https://soundcloud.com/search?q=Schrotthagen;https://www.youtube.com/results?search_query=Schrotthagen
SEKT AUF EIS,techno,queer techno / club rave / hard groove,low,needs_review,,,LIBIDOH LAB,SEKT AUF EIS,SEKT AUF EIS,,official_hive_stage_context; stages: LIBIDOH LAB. Official HIVE Libidoh Lab stage context only.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=SEKT%20AUF%20EIS&type=artist&method=indexed;https://www.beatport.com/search?q=SEKT%20AUF%20EIS;https://www.discogs.com/search/?q=SEKT%20AUF%20EIS&type=all;https://soundcloud.com/search?q=SEKT%20AUF%20EIS;https://www.youtube.com/results?search_query=SEKT%20AUF%20EIS
Serafina,hard_trance,trance / hard trance / rave,medium_high,published,,,GROOVE BEACH; WARM-UP PARTY,CLOUDY F2F SERAFINA; SERAFINA,SERAFINA,,curated_known_artist_or_scene_source; stages: GROOVE BEACH; WARM-UP PARTY. Official HIVE Groove Beach stage context; individual artist check recommended.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=Serafina&type=artist&method=indexed;https://www.beatport.com/search?q=Serafina;https://www.discogs.com/search/?q=Serafina&type=all;https://soundcloud.com/search?q=Serafina;https://www.youtube.com/results?search_query=Serafina
SHABIYOU,techno,queer techno / club rave / hard groove,low,needs_review,,,LIBIDOH LAB,SHABIYOU,SHABIYOU,,official_hive_stage_context; stages: LIBIDOH LAB. Official HIVE Libidoh Lab stage context only.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=SHABIYOU&type=artist&method=indexed;https://www.beatport.com/search?q=SHABIYOU;https://www.discogs.com/search/?q=SHABIYOU&type=all;https://soundcloud.com/search?q=SHABIYOU;https://www.youtube.com/results?search_query=SHABIYOU
SHOKI287,hard_trance,neo-rave / hard trance / eurodance trance,medium_low,needs_review,,,GROOVE BEACH,SHOKI287,SHOKI287,,official_hive_stage_context; stages: GROOVE BEACH. Official HIVE Groove Beach stage context; individual artist check recommended.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=SHOKI287&type=artist&method=indexed;https://www.beatport.com/search?q=SHOKI287;https://www.discogs.com/search/?q=SHOKI287&type=all;https://soundcloud.com/search?q=SHOKI287;https://www.youtube.com/results?search_query=SHOKI287
SKRYPTION,hard_techno,hard techno / acid techno / hard trance,medium,published,,,SLEEPLESS,DEXPHASE B2B SKRYPTION,SKRYPTION,,official_hive_stage_context; stages: SLEEPLESS. Official HIVE Sleepless stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=SKRYPTION&type=artist&method=indexed;https://www.beatport.com/search?q=SKRYPTION;https://www.discogs.com/search/?q=SKRYPTION&type=all;https://soundcloud.com/search?q=SKRYPTION;https://www.youtube.com/results?search_query=SKRYPTION
SLVL,hard_techno,hard techno / hard dance,medium_high,published,,,RAGE CAGE; WARM-UP PARTY,SLVL; TOXIC MACHINERY F2F SLVL & USH,SLVL,,curated_known_artist_or_scene_source; stages: RAGE CAGE; WARM-UP PARTY. Official HIVE Rage Cage stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=SLVL&type=artist&method=indexed;https://www.beatport.com/search?q=SLVL;https://www.discogs.com/search/?q=SLVL&type=all;https://soundcloud.com/search?q=SLVL;https://www.youtube.com/results?search_query=SLVL
SODABASS,acid_techno,free tekno / acidcore / psytek / tribe,medium_low,needs_review,,,PIRATE BAY,SODABASS,SODABASS,,official_hive_stage_context; stages: PIRATE BAY. Official HIVE Pirate Bay stage context; app has no dedicated free-tekno style.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=SODABASS&type=artist&method=indexed;https://www.beatport.com/search?q=SODABASS;https://www.discogs.com/search/?q=SODABASS&type=all;https://soundcloud.com/search?q=SODABASS;https://www.youtube.com/results?search_query=SODABASS
Somewhen,techno,techno / industrial techno,high,published,,,TECHNO CASTLE,SOMEWHEN,SOMEWHEN,techno,curated_known_artist_or_scene_source; stages: TECHNO CASTLE. MusicBrainz tags/disambiguation matched: techno. Official HIVE Techno Castle stage context.,https://www.hive-festival.de/;https://musicbrainz.org/artist/f321fc44-70db-4b4e-bbec-4160031385d1,https://musicbrainz.org/search?query=Somewhen&type=artist&method=indexed;https://www.beatport.com/search?q=Somewhen;https://www.discogs.com/search/?q=Somewhen&type=all;https://soundcloud.com/search?q=Somewhen;https://www.youtube.com/results?search_query=Somewhen
Southstar,tech_trance,trance / techno / eurodance rave,high,published,,,GROOVE BEACH,SOUTHSTAR,SOUTHSTAR,,curated_known_artist_or_scene_source; stages: GROOVE BEACH. Official HIVE Groove Beach stage context; individual artist check recommended.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=Southstar&type=artist&method=indexed;https://www.beatport.com/search?q=Southstar;https://www.discogs.com/search/?q=Southstar&type=all;https://soundcloud.com/search?q=Southstar;https://www.youtube.com/results?search_query=Southstar
SPAECE,hard_trance,bounce / hard trance / eurodance rave,medium_low,needs_review,,,BOUNCE TEMPLE,SPAECE B2B LOVI,SPAECE,,official_hive_stage_context; stages: BOUNCE TEMPLE. Official HIVE Bounce Temple stage context; app has no dedicated bounce style.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=SPAECE&type=artist&method=indexed;https://www.beatport.com/search?q=SPAECE;https://www.discogs.com/search/?q=SPAECE&type=all;https://soundcloud.com/search?q=SPAECE;https://www.youtube.com/results?search_query=SPAECE
SPFDJ,hard_techno,hard techno / techno / electro,high,published,,,GROOVE BEACH,SPFDJ B2B ØTTA,SPFDJ,,curated_known_artist_or_scene_source; stages: GROOVE BEACH. Official HIVE Groove Beach stage context; individual artist check recommended.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=SPFDJ&type=artist&method=indexed;https://www.beatport.com/search?q=SPFDJ;https://www.discogs.com/search/?q=SPFDJ&type=all;https://soundcloud.com/search?q=SPFDJ;https://www.youtube.com/results?search_query=SPFDJ
STINNY STONE,hard_techno,hard techno / acid techno / hard trance,medium,published,,,SLEEPLESS,STINNY STONE,STINNY STONE,,official_hive_stage_context; stages: SLEEPLESS. Official HIVE Sleepless stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=STINNY%20STONE&type=artist&method=indexed;https://www.beatport.com/search?q=STINNY%20STONE;https://www.discogs.com/search/?q=STINNY%20STONE&type=all;https://soundcloud.com/search?q=STINNY%20STONE;https://www.youtube.com/results?search_query=STINNY%20STONE
Sub Zero Project,hardstyle,hardstyle / rawstyle,high,published,International,,RAGE CAGE,SUB ZERO PROJECT,SUB ZERO PROJECT,hardstyle,curated_known_artist_or_scene_source; stages: RAGE CAGE. MusicBrainz tags/disambiguation matched: hardstyle. Official HIVE Rage Cage stage context.,https://www.hive-festival.de/;https://musicbrainz.org/artist/a4c4ba39-14e7-44a3-a121-e86244c13f95,https://musicbrainz.org/search?query=Sub%20Zero%20Project&type=artist&method=indexed;https://www.beatport.com/search?q=Sub%20Zero%20Project;https://www.discogs.com/search/?q=Sub%20Zero%20Project&type=all;https://soundcloud.com/search?q=Sub%20Zero%20Project;https://www.youtube.com/results?search_query=Sub%20Zero%20Project
Suburbass,acid_techno,free tekno / acidcore / hardtek,high,published,,,PIRATE BAY,SUBURBASS(LIVE),SUBURBASS,,curated_known_artist_or_scene_source; stages: PIRATE BAY. Official HIVE Pirate Bay stage context; app has no dedicated free-tekno style.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=Suburbass&type=artist&method=indexed;https://www.beatport.com/search?q=Suburbass;https://www.discogs.com/search/?q=Suburbass&type=all;https://soundcloud.com/search?q=Suburbass;https://www.youtube.com/results?search_query=Suburbass
Supergloss,techno,techno / hardgroove techno,medium_high,published,,,JUNKYARD,SUPERGLOSS,SUPERGLOSS,,curated_known_artist_or_scene_source; stages: JUNKYARD. Official HIVE Junkyard stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=Supergloss&type=artist&method=indexed;https://www.beatport.com/search?q=Supergloss;https://www.discogs.com/search/?q=Supergloss&type=all;https://soundcloud.com/search?q=Supergloss;https://www.youtube.com/results?search_query=Supergloss
Svetec,schranz,schranz / hard techno,high,published,HU,,TECHNO CASTLE,CLARA CUVE B2B SVETEC,SVETEC,hard techno,curated_known_artist_or_scene_source; stages: TECHNO CASTLE. MusicBrainz tags/disambiguation matched: hard techno. Official HIVE Techno Castle stage context.,https://www.hive-festival.de/;https://musicbrainz.org/artist/b962076c-2e47-4a76-845a-4c97675099ba,https://musicbrainz.org/search?query=Svetec&type=artist&method=indexed;https://www.beatport.com/search?q=Svetec;https://www.discogs.com/search/?q=Svetec&type=all;https://soundcloud.com/search?q=Svetec;https://www.youtube.com/results?search_query=Svetec
SYLOX,acid_techno,free tekno / acidcore / psytek / tribe,medium_low,needs_review,,,PIRATE BAY,SYLOX,SYLOX,,official_hive_stage_context; stages: PIRATE BAY. Official HIVE Pirate Bay stage context; app has no dedicated free-tekno style.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=SYLOX&type=artist&method=indexed;https://www.beatport.com/search?q=SYLOX;https://www.discogs.com/search/?q=SYLOX&type=all;https://soundcloud.com/search?q=SYLOX;https://www.youtube.com/results?search_query=SYLOX
TARS,hard_techno,hard techno / acid techno / hard trance,medium,published,,,SLEEPLESS,TARS,TARS,,official_hive_stage_context; stages: SLEEPLESS. Official HIVE Sleepless stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=TARS&type=artist&method=indexed;https://www.beatport.com/search?q=TARS;https://www.discogs.com/search/?q=TARS&type=all;https://soundcloud.com/search?q=TARS;https://www.youtube.com/results?search_query=TARS
THE MUFFIN MAN,hard_trance,bounce / hard trance / eurodance rave,medium_low,needs_review,,,BOUNCE TEMPLE,HITMILØW B2B THE MUFFIN MAN,THE MUFFIN MAN,,official_hive_stage_context; stages: BOUNCE TEMPLE. Official HIVE Bounce Temple stage context; app has no dedicated bounce style.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=THE%20MUFFIN%20MAN&type=artist&method=indexed;https://www.beatport.com/search?q=THE%20MUFFIN%20MAN;https://www.discogs.com/search/?q=THE%20MUFFIN%20MAN&type=all;https://soundcloud.com/search?q=THE%20MUFFIN%20MAN;https://www.youtube.com/results?search_query=THE%20MUFFIN%20MAN
The Purge,rawstyle,rawstyle / hardstyle,high,published,,,RAGE CAGE,THE PURGE B2B GRAVEDGR,THE PURGE,,curated_known_artist_or_scene_source; stages: RAGE CAGE. Official HIVE Rage Cage stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=The%20Purge&type=artist&method=indexed;https://www.beatport.com/search?q=The%20Purge;https://www.discogs.com/search/?q=The%20Purge&type=all;https://soundcloud.com/search?q=The%20Purge;https://www.youtube.com/results?search_query=The%20Purge
THISO,hard_trance,bounce / hard trance / eurodance rave,medium_low,needs_review,,,BOUNCE TEMPLE,IOSIO B2B THISO,THISO,,official_hive_stage_context; stages: BOUNCE TEMPLE. Official HIVE Bounce Temple stage context; app has no dedicated bounce style.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=THISO&type=artist&method=indexed;https://www.beatport.com/search?q=THISO;https://www.discogs.com/search/?q=THISO&type=all;https://soundcloud.com/search?q=THISO;https://www.youtube.com/results?search_query=THISO
TILDA,acid_techno,free tekno / acidcore / psytek / tribe,medium_low,needs_review,,,PIRATE BAY,TILDA VS. VENT DES FORÊTS,TILDA,,official_hive_stage_context; stages: PIRATE BAY. Official HIVE Pirate Bay stage context; app has no dedicated free-tekno style.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=TILDA&type=artist&method=indexed;https://www.beatport.com/search?q=TILDA;https://www.discogs.com/search/?q=TILDA&type=all;https://soundcloud.com/search?q=TILDA;https://www.youtube.com/results?search_query=TILDA
TOLTEC,psytrance,psytrance,medium_high,published,,,PSY LAGOON,TOLTEC,TOLTEC,,official_hive_stage_context; stages: PSY LAGOON. Official HIVE Psy Lagoon stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=TOLTEC&type=artist&method=indexed;https://www.beatport.com/search?q=TOLTEC;https://www.discogs.com/search/?q=TOLTEC&type=all;https://soundcloud.com/search?q=TOLTEC;https://www.youtube.com/results?search_query=TOLTEC
Toxic Machinery,hard_techno,hard techno / hard dance,medium_high,published,,,RAGE CAGE; WARM-UP PARTY,TOXIC MACHINERY; TOXIC MACHINERY F2F SLVL & USH,TOXIC MACHINERY,,curated_known_artist_or_scene_source; stages: RAGE CAGE; WARM-UP PARTY. Official HIVE Rage Cage stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=Toxic%20Machinery&type=artist&method=indexed;https://www.beatport.com/search?q=Toxic%20Machinery;https://www.discogs.com/search/?q=Toxic%20Machinery&type=all;https://soundcloud.com/search?q=Toxic%20Machinery;https://www.youtube.com/results?search_query=Toxic%20Machinery
Trancemaster Krause,tech_trance,tech trance / hard trance / rave,high,published,,,GROOVE BEACH,TRANCEMASTER KRAUSE,TRANCEMASTER KRAUSE,,curated_known_artist_or_scene_source; stages: GROOVE BEACH. Official HIVE Groove Beach stage context; individual artist check recommended.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=Trancemaster%20Krause&type=artist&method=indexed;https://www.beatport.com/search?q=Trancemaster%20Krause;https://www.discogs.com/search/?q=Trancemaster%20Krause&type=all;https://soundcloud.com/search?q=Trancemaster%20Krause;https://www.youtube.com/results?search_query=Trancemaster%20Krause
TRANCESTRUDEL,hard_trance,bounce / hard trance / eurodance rave,medium_low,needs_review,,,BOUNCE TEMPLE,TRANCESTRUDEL B2B KAMÄLEON,TRANCESTRUDEL,,official_hive_stage_context; stages: BOUNCE TEMPLE. Official HIVE Bounce Temple stage context; app has no dedicated bounce style.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=TRANCESTRUDEL&type=artist&method=indexed;https://www.beatport.com/search?q=TRANCESTRUDEL;https://www.discogs.com/search/?q=TRANCESTRUDEL&type=all;https://soundcloud.com/search?q=TRANCESTRUDEL;https://www.youtube.com/results?search_query=TRANCESTRUDEL
TRIFORCE,psytrance,psytrance,high,published,International,,PIRATE BAY,TRIFORCE,TRIFORCE,psytrance,musicbrainz_artist_tags; stages: PIRATE BAY. MusicBrainz tags/disambiguation matched: psytrance. Official HIVE Pirate Bay stage context; app has no dedicated free-tekno style.,https://www.hive-festival.de/;https://musicbrainz.org/artist/167569c3-0b2c-4832-a3e3-d4e16701c18f,https://musicbrainz.org/search?query=TRIFORCE&type=artist&method=indexed;https://www.beatport.com/search?q=TRIFORCE;https://www.discogs.com/search/?q=TRIFORCE&type=all;https://soundcloud.com/search?q=TRIFORCE;https://www.youtube.com/results?search_query=TRIFORCE
Triptykh,hard_techno,hard techno / techno,medium_high,published,,,SLEEPLESS,TRIPTYKH B2B OBSCURE SHAPE,TRIPTYKH,,curated_known_artist_or_scene_source; stages: SLEEPLESS. Official HIVE Sleepless stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=Triptykh&type=artist&method=indexed;https://www.beatport.com/search?q=Triptykh;https://www.discogs.com/search/?q=Triptykh&type=all;https://soundcloud.com/search?q=Triptykh;https://www.youtube.com/results?search_query=Triptykh
TRITØNUS,hard_techno,hard techno / acid techno / hard trance,medium,published,,,SLEEPLESS,TRITØNUS(LIVE),TRITØNUS,,official_hive_stage_context; stages: SLEEPLESS. Official HIVE Sleepless stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=TRIT%C3%98NUS&type=artist&method=indexed;https://www.beatport.com/search?q=TRIT%C3%98NUS;https://www.discogs.com/search/?q=TRIT%C3%98NUS&type=all;https://soundcloud.com/search?q=TRIT%C3%98NUS;https://www.youtube.com/results?search_query=TRIT%C3%98NUS
